,Unnamed: 0,id,sex,age,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,AQ,AQlikert,AQattDetail,AQsocialSkill,AQattSwitch,AQcomm,AQimagination
228,228,20563,Vrouw,07/97,2,2,1,3,3,2,3,1,4,2,2,1,3,2,1,4,2,3,4,4,3,3,2,3,3,3,2,3,3,3,2,3,4,2,3,2,3,2,4,1,4,2,2,2,3,3,3,2,2,2,15,105,25,21,24,18,17
229,229,20386,Vrouw,06/97,2,2,1,3,1,2,3,1,3,1,1,1,3,2,1,2,1,3,4,4,4,4,3,2,1,3,1,2,4,4,1,1,3,1,3,1,1,1,3,1,4,3,2,1,3,3,1,2,3,1,10,91,29,15,18,16,13
230,230,20407,Vrouw,09/95,3,2,2,3,3,3,3,2,4,1,1,3,4,3,1,3,1,3,4,3,3,3,3,2,2,3,2,2,3,3,2,3,3,2,4,2,3,2,3,2,3,3,2,2,3,3,2,3,3,3,10,102,21,18,23,18,22
231,231,20533,Vrouw,03/95,1,2,1,2,2,4,4,3,4,1,1,1,3,1,1,2,1,2,4,3,4,4,3,1,2,4,2,2,3,4,3,2,4,1,2,1,4,1,3,1,4,3,2,1,3,3,2,3,4,1,16,99,25,18,24,18,14
232,232,20905,Man,11/96,3,2,2,2,2,2,3,2,3,3,4,1,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,3,4,2,3,3,3,2,3,3,2,3,3,2,3,2,3,2,26,127,29,26,29,22,21
233,233,20803,Vrouw,10/1996,3,3,3,2,1,1,1,3,1,3,4,2,1,2,4,1,4,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,4,1,2,1,2,1,2,1,4,3,2,1,2,3,1,2,2,2,25,128,30,26,22,26,24
234,234,21478,Vrouw,06/1997,2,2,1,2,1,2,4,1,4,3,3,1,4,1,2,4,1,3,4,4,1,2,2,1,1,2,3,4,1,4,1,2,1,2,4,2,3,2,2,1,2,1,2,2,4,2,2,3,4,4,25,117,29,22,24,21,21
235,235,20656,Vrouw,05/97,4,2,1,1,3,4,4,1,4,2,1,3,4,3,1,3,1,3,4,3,2,3,4,1,1,3,2,3,1,3,1,2,1,2,2,2,2,1,3,1,4,1,2,1,2,4,1,3,2,1,12,92,17,16,22,19,18
236,236,20881,Vrouw,10/1995,2,3,2,2,3,4,4,3,4,4,2,2,3,2,2,1,2,4,4,2,3,3,4,1,3,4,3,4,1,4,3,4,3,1,3,2,4,2,3,4,4,3,1,2,3,2,2,3,1,4,19,116,19,22,32,19,24
237,237,20284,Vrouw,20-07-1997,3,4,2,3,1,4,4,2,4,4,3,2,3,2,1,2,2,4,4,3,3,2,4,2,3,2,2,2,4,3,3,3,2,1,4,3,3,3,3,2,3,3,3,2,2,1,2,2,1,1,18,110,21,23,26,21,19
238,238,21172,Vrouw,22/04/1997,1,2,1,2,4,3,2,1,3,2,2,3,3,2,2,3,1,3,3,3,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,10,107,19,24,24,21,19
239,239,20623,Vrouw,02/97,2,2,1,2,2,1,4,2,1,1,2,1,2,2,2,2,2,4,2,3,2,2,2,2,3,2,2,3,4,3,1,2,2,2,4,2,2,3,3,2,2,3,2,2,3,2,2,2,4,2,24,123,35,23,25,19,21
240,240,20191,Vrouw,04/1997,3,3,2,2,3,4,3,2,3,4,3,3,2,1,3,2,2,3,3,3,4,2,4,3,2,2,3,2,1,2,1,3,2,2,3,2,3,3,3,3,3,3,2,3,3,2,2,2,2,3,19,114,17,25,28,23,21
241,241,20383,Vrouw,01/93,3,2,1,2,1,2,4,2,3,1,1,1,1,2,1,3,1,3,2,4,2,4,2,3,3,4,1,3,3,1,1,1,3,1,3,1,2,1,3,2,2,4,3,2,2,3,1,2,3,1,16,100,29,18,20,14,19
242,242,21232,Man,08/97,1,4,2,1,4,3,4,2,4,3,3,4,4,2,2,1,1,2,4,4,3,4,3,2,1,2,4,1,2,1,2,4,2,1,2,1,4,2,3,1,4,4,4,1,3,4,1,1,1,1,12,93,13,17,24,24,15
243,243,21244,Vrouw,02/96,1,3,1,3,1,3,4,1,3,2,1,2,3,2,1,3,1,3,3,3,3,4,3,2,2,4,2,2,3,3,2,2,3,1,2,1,2,1,4,2,3,3,2,1,3,4,1,2,3,2,8,95,26,16,19,16,18
244,244,21073,Vrouw,07/1997,4,1,2,2,3,4,4,1,1,4,4,2,1,1,2,2,3,4,1,4,4,2,2,2,4,1,1,3,1,2,4,2,1,4,3,2,2,4,3,1,1,4,1,4,2,1,3,3,1,3,27,130,24,29,34,26,17
245,245,21382,Vrouw,07/1997,2,1,1,2,1,1,4,1,2,1,3,1,4,1,2,1,1,4,2,1,4,3,2,2,4,3,3,3,1,4,2,1,1,2,4,1,1,2,4,1,3,3,2,2,3,2,2,3,4,1,21,114,33,21,26,18,16
246,246,20404,Vrouw,10/1997,2,2,1,2,3,3,3,1,3,1,2,2,1,2,2,4,2,2,3,4,4,3,2,3,1,3,1,3,2,3,2,1,4,1,4,2,1,2,3,1,4,4,4,2,3,3,1,2,2,1,10,92,24,22,15,18,13
247,247,20833,Vrouw,01/1996,3,3,2,3,2,2,3,1,2,2,3,2,3,2,3,2,3,3,4,4,3,3,2,2,3,3,2,2,2,3,2,2,4,3,4,2,2,3,3,2,2,4,2,3,3,2,1,2,3,1,18,110,26,22,25,20,17
248,248,21454,Vrouw,04/10/1997,1,2,2,3,2,3,3,1,4,1,2,2,4,3,1,3,2,3,3,3,3,3,3,1,2,3,2,1,1,4,1,2,3,2,3,2,2,2,4,1,4,2,1,2,3,3,1,2,2,2,8,98,21,19,22,18,18
249,249,21043,Man,08/1996,2,2,1,3,3,2,4,1,3,1,3,3,4,2,1,4,2,3,4,4,4,2,2,1,4,1,2,2,4,2,1,1,2,2,4,2,1,4,1,1,4,1,4,2,2,2,2,1,2,1,15,101,23,21,19,24,14
250,250,20875,Vrouw,11/1996,2,2,2,2,2,3,3,2,4,2,2,2,2,2,2,3,2,3,4,2,3,3,3,2,2,3,3,3,1,3,2,2,3,2,3,2,2,2,3,2,3,3,3,2,3,3,2,3,2,2,11,108,21,23,22,21,21
251,251,21304,Vrouw,03/97,2,3,1,2,3,3,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,1,2,3,2,3,3,2,2,3,1,3,2,2,3,3,3,4,2,3,2,3,3,1,3,4,3,14,110,24,22,20,23,21
252,252,20482,Vrouw,05/97,2,2,1,3,2,2,4,1,4,2,1,1,3,1,2,3,1,3,4,4,4,4,3,2,3,3,2,3,2,3,2,2,4,2,4,2,3,1,2,2,4,3,2,1,3,3,2,2,1,2,11,95,23,18,24,16,14
253,253,21673,Man,08/96,2,2,1,3,1,2,2,1,4,2,1,2,4,2,1,3,1,2,3,4,2,3,3,4,1,3,1,3,2,3,2,2,4,1,4,1,1,1,2,2,4,3,2,1,4,4,1,1,1,2,13,92,24,13,18,18,19
254,254,21154,Vrouw,02/97,2,3,1,2,3,1,4,2,4,3,1,3,3,2,2,4,1,4,4,4,4,4,3,2,2,4,2,2,2,3,1,2,3,1,3,1,2,1,1,1,2,3,3,1,4,3,2,2,3,2,8,91,22,16,20,16,17
255,255,20698,Man,12/1996,2,3,2,2,2,2,3,2,3,2,3,2,3,2,1,2,2,3,3,3,2,2,2,2,2,2,3,2,4,2,1,2,3,2,3,3,4,3,4,1,4,4,2,1,2,2,2,2,3,2,20,115,27,23,26,21,18
256,256,20911,Vrouw,02/97,3,3,1,2,3,4,4,1,4,1,1,3,4,1,1,2,2,3,4,4,4,3,3,1,1,4,1,3,1,3,1,1,4,1,4,1,2,1,4,1,4,2,2,1,4,4,1,2,2,1,6,73,18,13,18,12,12
257,257,21694,Man,06/1997,2,2,2,3,2,2,3,1,3,1,2,3,4,2,2,4,2,3,3,3,3,4,3,1,1,3,2,2,4,3,2,3,4,2,4,2,1,2,3,2,3,2,3,1,3,3,2,2,2,2,8,98,25,18,18,18,19
258,258,21694,Man,06/1997,3,3,2,3,2,2,3,2,3,2,2,3,4,2,1,3,2,3,3,3,4,4,3,1,1,3,2,2,3,3,2,3,4,2,4,2,2,2,4,2,3,2,2,1,3,4,2,2,3,2,8,97,25,16,20,17,19
259,259,20236,Man,09/97,3,3,2,2,3,2,1,1,3,2,2,3,3,2,2,1,2,3,3,3,3,1,3,2,3,2,2,3,3,3,2,2,3,1,4,2,3,3,3,2,2,2,3,2,2,2,3,2,3,1,18,117,25,24,25,23,20
260,260,21412,Vrouw,08/1997,3,2,3,2,3,3,2,3,3,3,2,3,4,4,1,4,1,3,2,3,1,3,4,1,3,2,2,3,4,4,2,2,4,2,3,2,3,2,2,1,4,2,1,2,2,3,1,2,4,2,20,116,27,18,26,21,24
261,261,21274,Vrouw,11/01/1997,1,3,2,2,3,3,4,1,4,1,1,4,4,1,1,2,1,2,4,3,2,3,3,1,2,3,2,3,2,3,3,2,2,1,2,2,1,1,3,1,4,2,1,1,2,3,1,2,4,2,14,98,21,18,21,21,17
262,262,20527,Vrouw,31/05/1997,2,2,1,3,2,1,1,2,2,3,3,2,2,1,1,1,2,2,2,3,4,2,2,2,3,2,2,2,2,3,2,4,1,2,3,2,4,2,1,1,3,1,1,2,3,1,3,2,3,3,28,133,29,24,33,28,19
263,263,20275,Vrouw,05/95,3,2,1,1,3,3,4,1,4,4,4,1,1,1,1,3,4,2,2,4,4,1,1,2,3,1,1,2,3,4,1,4,3,2,2,1,3,4,2,1,2,1,1,4,4,1,4,2,3,4,28,133,28,27,33,26,19
264,264,21409,Vrouw,26/1/96,2,2,2,3,3,3,2,3,4,4,3,3,4,4,1,3,2,4,4,2,2,2,4,2,3,1,3,2,2,1,2,4,3,1,2,1,4,3,4,4,4,2,1,2,2,1,2,2,3,4,24,122,17,21,31,24,29
265,265,21640,Vrouw,05/1997,3,3,1,3,1,3,4,1,4,1,1,2,2,1,2,3,1,3,4,4,4,4,4,1,4,1,1,2,1,3,1,1,2,2,3,1,1,1,4,1,4,3,2,1,4,4,1,1,3,1,9,82,21,14,19,17,11
266,266,20944,Vrouw,05/1997,2,3,2,3,2,2,4,2,4,2,1,2,3,2,2,3,1,2,3,4,3,4,3,2,2,4,2,4,3,4,2,3,2,1,2,2,2,1,3,2,4,1,3,1,3,4,1,2,4,2,13,104,29,17,19,19,20
267,267,20395,Vrouw,06/97,2,2,2,2,3,3,3,1,4,2,2,4,4,2,1,3,1,2,4,3,4,4,4,2,3,3,2,2,3,3,3,2,3,2,3,2,2,2,3,2,3,2,2,2,3,1,2,2,3,3,13,104,19,18,26,21,20
268,268,20854,Vrouw,08/1997,1,2,1,1,1,3,4,1,3,3,2,2,3,2,2,4,1,3,4,3,4,3,3,1,3,1,3,3,1,3,2,2,1,1,1,3,1,2,1,1,3,3,2,1,2,1,1,4,3,2,20,115,24,24,25,27,15
269,269,21061,Vrouw,02/1997,2,1,1,3,2,2,4,1,3,1,2,2,4,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,4,3,3,1,4,2,4,2,1,2,3,2,3,3,1,2,3,2,1,2,3,2,18,111,30,20,23,19,19
270,270,20467,Vrouw,06-12-1997,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,3,3,2,3,2,3,3,2,3,2,3,4,2,2,3,2,2,3,3,3,3,34,134,28,28,27,26,25
271,271,21142,Man,06/97,3,3,1,3,2,4,4,1,4,2,1,2,4,1,2,2,1,3,3,3,3,3,2,3,4,4,4,3,2,4,1,3,3,1,3,2,4,1,3,1,3,2,3,1,3,4,1,2,3,1,13,99,25,16,24,17,17
272,272,20176,Vrouw,19/06/1997,3,1,2,2,2,4,1,1,2,1,3,2,1,1,2,2,3,3,2,3,3,2,4,3,3,1,2,3,3,2,2,2,2,2,3,2,2,3,2,2,4,1,1,3,2,1,3,2,1,2,26,126,23,27,28,28,20
273,273,21502,Vrouw,16/05/1996,2,2,1,2,1,2,4,1,4,3,2,2,3,2,2,3,1,3,3,3,4,3,2,2,1,3,2,3,4,3,1,2,4,1,1,2,1,2,3,2,4,2,2,1,3,3,2,2,3,1,15,104,29,20,21,18,16
274,274,20566,Vrouw,10/1996,4,4,1,3,4,4,4,1,4,1,2,2,2,1,3,1,4,3,4,4,4,2,3,2,1,2,2,2,2,3,1,1,2,1,4,2,1,4,4,1,3,4,2,3,3,4,1,1,2,1,12,89,18,21,16,22,12
275,275,20230,Vrouw,05-09-1997,2,2,2,2,2,2,3,3,4,2,2,3,2,2,3,3,2,2,4,4,4,3,3,2,3,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,20,116,23,23,26,23,21
276,276,20209,Man,02/97,2,2,2,3,2,2,3,1,2,2,2,2,3,1,2,2,2,1,3,4,3,2,2,2,3,2,2,3,2,2,2,2,3,1,2,2,3,2,3,1,3,2,2,2,3,2,2,3,2,2,19,115,26,23,25,24,17
277,277,2150,Man,24 /10 / 1997,2,2,1,2,2,1,3,3,4,3,2,1,4,1,1,1,2,3,3,3,1,4,2,4,3,2,4,4,2,1,2,4,2,2,3,1,4,1,1,1,3,2,1,1,1,3,1,1,2,1,23,121,26,16,32,25,22
278,278,20956,Vrouw,09/97,1,2,1,3,3,2,4,1,3,2,3,1,1,3,3,4,3,4,2,4,4,2,2,2,1,2,2,3,3,4,2,2,4,2,4,2,2,3,4,1,4,3,3,2,3,3,3,2,4,2,19,111,31,28,19,18,15
279,279,21406,Vrouw,11/97,4,2,1,4,1,2,4,1,4,1,1,1,4,4,1,4,2,3,4,4,2,4,4,4,1,4,1,1,2,4,1,1,4,2,1,1,1,2,3,1,4,2,4,2,3,2,2,3,4,2,13,93,25,15,15,17,21
280,280,21226,Man,12/97,2,2,1,3,2,2,3,1,4,2,1,2,3,1,1,3,1,3,3,4,4,4,3,2,2,3,2,3,1,4,1,2,3,1,4,1,2,2,3,3,4,3,1,1,3,2,1,1,2,1,10,92,24,14,23,17,14
281,281,21007,Vrouw,08/1997,3,2,2,2,3,1,3,2,2,2,3,2,4,2,2,2,2,3,2,3,3,3,1,2,3,3,2,3,3,3,2,3,2,2,3,2,2,2,3,2,4,3,2,2,3,3,2,2,4,3,18,119,32,20,26,21,20
282,282,21313,Man,06/1995,3,2,1,3,1,1,3,2,3,3,3,2,3,2,3,2,2,3,2,3,4,3,1,1,3,2,2,3,4,1,2,2,1,2,3,2,4,2,2,3,3,3,3,2,3,2,2,2,1,2,19,120,29,22,27,24,18
283,283,21463,Vrouw,01/1997,1,3,2,2,2,3,2,2,4,2,3,3,4,3,2,2,2,3,4,3,3,2,3,2,2,2,2,3,3,2,2,2,3,2,1,1,3,3,4,2,4,3,2,2,2,1,2,3,3,3,20,117,22,24,26,24,21
284,284,20818,Vrouw,08/96,2,2,1,2,2,4,4,1,4,3,2,2,3,3,1,3,1,3,4,4,3,3,3,1,4,3,2,2,1,3,2,2,4,2,1,1,4,1,3,1,4,3,3,1,4,2,2,4,3,3,15,101,20,19,28,18,16
285,285,20977,Man,29 mei 1997,2,2,1,2,2,4,3,1,4,3,3,3,4,2,1,2,2,4,4,3,3,3,4,1,3,3,2,2,1,3,3,4,3,2,1,2,3,2,3,2,3,3,3,1,3,3,2,2,1,3,14,103,16,19,28,22,18
286,286,21379,Vrouw,01-1997,2,1,1,3,3,3,3,2,4,2,2,3,4,3,1,2,2,3,3,3,2,3,3,2,3,2,1,3,3,3,2,2,3,2,3,1,1,2,3,3,3,3,2,1,3,2,2,2,3,2,14,107,23,17,25,20,22
287,287,21298,Vrouw,04/1997,2,2,1,3,2,4,4,1,4,2,1,3,4,3,1,4,1,4,4,3,1,3,4,1,1,2,3,3,2,1,1,2,4,2,4,2,2,2,4,2,4,3,4,1,3,3,1,2,3,1,9,85,18,16,18,15,18
288,288,21166,Vrouw,03/1995,3,2,2,3,1,3,3,2,4,4,4,3,3,1,3,4,3,4,4,3,3,2,3,1,2,2,3,3,1,3,3,3,2,3,3,2,3,4,2,3,4,3,4,4,3,3,3,3,2,3,23,119,21,28,24,27,19
289,289,20608,Vrouw,10/96,2,2,2,4,4,4,4,2,4,2,2,4,4,4,1,4,1,3,4,3,4,1,4,3,2,3,2,1,1,2,2,1,4,2,1,1,2,2,3,3,4,3,1,1,3,3,3,3,1,2,10,93,11,21,20,19,22
290,290,21547,Man,08/07/1993,2,2,1,3,2,3,3,1,2,2,2,2,2,1,2,3,1,1,2,3,2,2,3,2,3,1,1,3,2,2,3,2,4,4,2,3,2,2,3,2,2,3,2,3,2,3,3,1,2,2,22,118,25,26,25,23,19
291,291,21475,Vrouw,09/1997,1,2,2,1,1,2,3,1,4,2,2,1,4,1,2,3,1,1,2,2,2,1,4,4,4,2,1,2,2,4,2,1,4,1,1,1,2,1,2,1,4,3,2,2,2,1,2,3,1,2,21,117,25,24,26,22,20
292,292,20344,Vrouw,06/96,2,3,3,2,3,4,3,2,4,2,2,4,3,2,1,4,1,1,3,3,4,3,4,1,1,3,3,2,1,4,2,3,3,1,1,1,2,2,2,1,4,2,2,1,3,3,2,4,3,1,13,100,18,20,20,25,17
293,293,21067,Vrouw,09/97,2,2,1,2,3,3,4,2,4,1,2,2,4,3,1,3,2,3,4,3,3,4,3,2,2,3,2,3,2,4,2,2,4,2,4,2,2,2,4,2,4,4,2,2,4,2,2,2,4,2,10,98,24,17,23,16,18
294,294,21505,Vrouw,03/93,2,3,2,3,2,2,1,3,4,2,1,2,4,1,1,3,1,2,3,2,1,4,3,1,1,4,2,2,3,3,2,1,3,1,2,2,2,1,4,4,4,3,2,1,3,2,2,2,3,3,17,104,25,16,19,20,24
295,295,21436,Vrouw,04/97,1,2,2,3,3,4,3,1,4,3,1,3,4,2,1,2,1,1,4,3,4,4,4,1,4,4,2,3,3,3,2,3,4,2,1,2,3,1,2,1,4,2,2,1,1,2,1,3,1,1,18,102,18,19,29,21,15
296,296,21334,Vrouw,07/97,3,3,1,2,1,2,4,1,3,1,1,1,4,3,1,3,1,2,3,3,4,4,4,4,3,2,2,3,3,3,1,2,1,3,2,1,3,2,3,1,3,3,2,1,2,3,1,2,4,1,19,107,29,14,24,22,18
297,297,20326,Man,04/92,1,2,1,2,3,3,4,1,4,4,4,2,1,2,1,2,4,4,4,4,2,1,3,1,3,3,1,2,3,2,1,3,2,1,3,4,4,4,4,3,3,4,2,3,4,1,3,2,2,4,24,120,20,30,31,20,19
298,298,21058,Vrouw,01/96,3,2,2,1,1,3,2,3,4,3,3,1,4,1,2,2,2,3,4,3,3,2,2,1,3,1,2,3,3,3,1,3,3,2,2,1,3,2,2,1,4,2,2,3,3,1,3,2,1,3,26,121,25,22,31,24,19
299,299,21124,Vrouw,12/96,1,1,1,3,1,2,4,1,4,1,3,1,2,4,2,2,3,4,3,4,3,2,1,1,3,1,1,3,3,1,1,2,2,2,3,1,3,4,3,1,4,1,2,2,4,1,2,2,3,4,24,120,28,23,27,22,20
300,300,21664,Vrouw,08/97,2,2,2,2,3,2,2,3,2,2,3,2,3,2,2,2,2,3,2,3,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,3,2,3,3,2,3,2,2,3,3,2,24,124,26,24,25,25,24
301,301,21097,Vrouw,12/96,1,1,3,1,2,4,4,3,4,2,1,2,4,2,1,3,1,2,4,3,3,4,3,1,2,4,4,3,2,3,2,3,3,2,1,2,4,1,1,2,4,1,1,1,3,2,1,2,3,2,19,113,22,16,30,23,22
302,302,20932,Vrouw,7041996,2,3,1,3,4,4,3,1,4,1,1,2,4,1,2,4,1,1,4,4,4,4,2,1,3,4,1,2,1,1,2,2,4,1,2,2,1,1,3,4,4,1,3,1,2,2,1,2,1,1,10,84,15,17,18,18,16
303,303,21070,Vrouw,04/22,2,2,1,3,2,3,3,1,4,1,3,2,2,1,3,3,2,4,4,2,4,1,2,1,3,2,1,2,2,1,1,1,1,2,1,2,2,3,3,1,3,4,1,3,3,2,2,3,2,1,19,107,20,28,23,23,13
304,304,20359,Vrouw,08/11/1995,2,1,1,1,1,1,3,1,3,1,4,1,1,2,2,2,3,4,3,4,4,1,2,2,4,4,1,4,3,1,2,1,3,3,4,1,3,4,4,1,2,4,1,3,3,1,3,3,3,1,25,122,30,29,31,18,14
305,305,20908,Vrouw,07/97,2,3,2,3,4,4,4,1,4,2,2,3,4,3,2,3,1,4,4,3,3,2,3,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,4,2,2,1,3,2,1,2,2,2,8,95,16,19,21,19,20
